,sessionId,itemInSession,userId,firstName,lastName,gender,level,location,artist,song,length
93,64,12,65,Amiya,Davidson,F,paid,"Longview, TX",Miley Cyrus,I Miss You,237.60934
94,797,34,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",Eddie Vedder,Long Nights,151.77098
95,749,1,74,Braden,Parker,M,free,"Youngstown-Warren-Boardman, OH-PA",Something Corporate,If You C Jordan,255.18975
96,64,13,65,Amiya,Davidson,F,paid,"Longview, TX",John Mayer,Heartbreak Warfare,269.71383
97,797,35,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",DAVE MATTHEWS BAND,The Maker,577.74975
98,64,14,65,Amiya,Davidson,F,paid,"Longview, TX",Alice Cooper,School's Out,207.17669
99,609,0,12,Austin,Rosales,M,free,"New York-Newark-Jersey City, NY-NJ-PA",Victor Manuelle,Por Ella,277.99465
100,797,36,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",The Streets,What Is He Thinking?,280.81587
101,64,21,65,Amiya,Davidson,F,paid,"Longview, TX",Make Do And Mend,No Words,200.12363
102,609,1,12,Austin,Rosales,M,free,"New York-Newark-Jersey City, NY-NJ-PA",Sara Bareilles,Love Song,260.8322
103,797,37,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",Jason Derulo,Whatcha Say,222.61506
104,64,22,65,Amiya,Davidson,F,paid,"Longview, TX",USS (Ubiquitous Synergy Seeker),Man Makes The Zoo,307.61751
105,797,38,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",Peter Bjorn And John,Blue period Picasso,276.89751
106,797,39,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",Paramore,The Only Exception (Album Version),267.65016
107,797,41,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",Empire Of The Sun,Walking On A Dream (Kaskade Remix (Edit)),413.59628
108,797,42,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",Zac Brown Band,Mary (Album),167.99302
109,797,43,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",This Beautiful Republic,Last Second Chance,172.48608
110,797,44,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",Young MC,Got More Rhymes,291.36934
111,797,45,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",Man Man,Engwish Bwudd,213.83791
112,797,46,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",Alexi Murdoch,Love You More,155.95057
113,797,47,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",Miike Snow,Animal,263.88853
114,797,48,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",The Black Angels,Bloodhounds On My Trail,231.81016
115,797,49,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",TV On The Radio,Shout Me Out,255.73832
116,797,50,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",Cat Stevens,Portobello Road,146.52036
117,797,51,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",Alanis Morissette,Surrendering (Album Version),275.56526
118,797,52,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",Mariah Carey,Anytime You Need A Friend,652.40771
119,631,0,89,Kynnedi,Sanchez,F,free,"Cedar Rapids, IA",Pavement,Mercy:The Laundromat,99.16036
120,797,55,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",The Rumble Strips,Girls And Boys In Love,152.00608
121,797,56,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",Marilyn Manson,The Beautiful People,218.8273
122,797,57,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",Iration,Time Bomb,190.56281
123,797,58,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",Camila,Coleccionista De Canciones,308.00934
124,797,59,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",Evanescence,Lose Control,290.01098
125,797,60,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",Uniikki,Paa vauhtii,220.00281
126,797,61,97,Kate,Harrell,F,paid,"Lansing-East Lansing, MI",keller williams,221,230.39955
127,744,1,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",The Avett Brothers,The Perfect Space,271.0722
128,744,2,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Tracy Bonham,Mother Mother,180.74077
129,744,3,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Five Iron Frenzy,Canada,236.09424
130,744,5,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Radiohead,(Nice Dream),231.91465
131,744,6,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Colbie Caillat,Magic,203.98975
132,744,7,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Fabolous / Ne-Yo,Make Me Better,253.59628
133,744,8,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Muse,Minimum,164.67546
134,744,9,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",GrÃÂ©gory Lemarchal,Mon Ange,239.20281
135,744,10,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Counting Crows,Mr. Jones,272.79628
136,744,11,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Richard Ashcroft,Money To Burn,375.03955
137,744,12,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",In This Moment,Prayers,226.40281
138,744,13,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Lionel Rogg,Die Kunst der Fuge_ BWV 1080 (2007 Digital Remaster): Contrapunctus XVII - Inversus,172.38159
139,744,14,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",The O.C. Supertones,Revolution,199.8624
140,744,15,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Radiohead,I Might Be Wrong,291.21261
141,744,16,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Eric Prydz vs Floyd,Proper Education,201.1424
142,744,17,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Devin Townsend,Christeen,221.17832
143,744,18,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Battles,TRAS,511.92118
144,728,3,36,Matthew,Jones,M,paid,"Janesville-Beloit, WI",Lloyd,Party All Over Your Body,225.98485
145,744,19,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Kruiz,Possessed,433.31873
146,728,4,36,Matthew,Jones,M,paid,"Janesville-Beloit, WI",Anthony Hamilton,Can't Let Go,232.54159
147,728,5,36,Matthew,Jones,M,paid,"Janesville-Beloit, WI",Rob Zombie,Superbeast,220.13342
148,744,20,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Sheryl Crow,Picture,298.78812
149,728,7,36,Matthew,Jones,M,paid,"Janesville-Beloit, WI",Inimigos Da HP,Caca E Cacador,250.56608
150,744,21,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Yellowcard,Space Travel,227.21261
151,728,8,36,Matthew,Jones,M,paid,"Janesville-Beloit, WI",The Pussycat Dolls,How Many Times_ How Many Lies,235.83302
152,744,22,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Justin Bieber,One Time,214.67383
153,728,9,36,Matthew,Jones,M,paid,"Janesville-Beloit, WI",Bombay Bicycle Club,Always Like This,245.75955
154,744,23,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",B.o.B,Nothin' On You [feat. Bruno Mars] (Album Version),269.63546
155,728,10,36,Matthew,Jones,M,paid,"Janesville-Beloit, WI",Death Cab for Cutie,You Can Do Better Than Me (Album Version),119.40526
156,728,11,36,Matthew,Jones,M,paid,"Janesville-Beloit, WI",BeyoncÃÂ©,Me_ Myself And I,301.13914
157,744,24,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",BjÃÂ¶rk,Cover Me,185.46893
158,787,0,67,Colm,Santana,M,free,"Nashville-Davidson--Murfreesboro--Franklin, TN",Audioslave,Like A Stone,295.47057
159,739,0,24,Layla,Griffin,F,paid,"Lake Havasu City-Kingman, AZ",Rogue Wave,Publish My Love (Album Version),223.58159
160,744,25,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Lily Allen,Not Fair,199.88853
161,728,12,36,Matthew,Jones,M,paid,"Janesville-Beloit, WI",Jack Johnson,Sleep Through The Static,223.37261
162,739,2,24,Layla,Griffin,F,paid,"Lake Havasu City-Kingman, AZ",Alicia Keys featuring Tony! Toni! TonÃÂ©! and Jermaine Paul,Diary,284.15955
163,744,26,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Professor Longhair,Hey Little Girl,179.77424
164,728,13,36,Matthew,Jones,M,paid,"Janesville-Beloit, WI",Helloween,Murderer,266.10893
165,744,27,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Arcade Fire,Headlights Look Like Diamonds,267.80689
166,739,3,24,Layla,Griffin,F,paid,"Lake Havasu City-Kingman, AZ",Charlie Hall,Your Glory Endures Forever (Flying Into Daybreak Album Version),286.82404
167,728,15,36,Matthew,Jones,M,paid,"Janesville-Beloit, WI",Big Daddy Weave,You're Worthy Of My Praise - Album Version,265.76934
168,744,28,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",The Gerbils,(iii),27.01016
169,744,29,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Pretenders,Love's a Mystery (LP Version),181.83791
170,739,4,24,Layla,Griffin,F,paid,"Lake Havasu City-Kingman, AZ",Robert Palmer,Casting A Spell (Remixed) (1998 Digital Remaster),227.97016
171,728,16,36,Matthew,Jones,M,paid,"Janesville-Beloit, WI",Blind Blake,Hes In The Jailhouse Now,169.40363
172,744,31,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Fall Out Boy,Sugar_ We're Goin Down,229.0673
173,739,5,24,Layla,Griffin,F,paid,"Lake Havasu City-Kingman, AZ",Insane Clown Posse,Superballs,192.44363
174,764,0,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Dwight Yoakam,You're The One,239.3073
175,744,33,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Modjo,Lady (Hear Me Tonight),305.44934
176,739,6,24,Layla,Griffin,F,paid,"Lake Havasu City-Kingman, AZ",Bill Medley & Jennifer Warnes,(I've Had) The Time Of My Life,290.32444
177,728,18,36,Matthew,Jones,M,paid,"Janesville-Beloit, WI",Dilated Peoples Featuring Kanye West,This Way,245.15873
178,764,1,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Donavon Frankenreiter,Fool,362.03057
179,744,34,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Cher,I Go To Sleep (2005 Digital Remaster),166.94812
180,739,7,24,Layla,Griffin,F,paid,"Lake Havasu City-Kingman, AZ",Black Eyed Peas,Imma Be,257.54077
181,744,35,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Tab Benoit,Jambalaya,221.09995
182,764,2,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Staff Benda Bilili,Marguerite,405.05424
183,739,8,24,Layla,Griffin,F,paid,"Lake Havasu City-Kingman, AZ",BjÃÂ¶rk,Undo,348.57751
184,744,36,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Kid Cudi / Kanye West / Common,Make Her Say,237.76608
185,744,37,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Pereza,Lo  Que Tengo Yo Adentro,188.60363
186,764,3,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Hot Chip,Brothers,260.0224
187,744,38,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Angels and Airwaves,The Gift,302.05342
188,764,4,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Lit,My Own Worst Enemy,169.03791
189,764,5,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",MGMT,Time To Pretend,264.17587
190,744,39,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Otto von Schirach,Dance Like A hoe,272.06485
191,764,6,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Tinchy Stryder / Taio Cruz,Take Me Back,195.36934
192,744,40,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Just Jack,Starz In Their Eyes,295.91465
193,764,7,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Taylor Swift,Love Story,233.89995
194,744,41,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",ISRAEL & NEW BREED,Take the Limits Off,120.52853
195,764,8,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Hootie And The Blowfish,Only Wanna Be With You (LP Version),227.05587
196,744,42,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",T.Love,Gnijacy Swiat,271.09832
197,800,0,26,Ryan,Smith,M,free,"San Jose-Sunnyvale-Santa Clara, CA",Mayday Parade,Walk On Water Or Drown (Album),209.8673
198,764,9,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Usher Featuring Lil' Jon & Ludacris,Yeah!,250.38322
199,744,43,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Michael BublÃÂ©,Moondance (Album Version),253.88363
200,800,1,26,Ryan,Smith,M,free,"San Jose-Sunnyvale-Santa Clara, CA",The Notorious B.I.G.,Hypnotize(Album Version),230.03383
201,764,10,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Aphex Twin,Heliospan,290.97751
202,800,3,26,Ryan,Smith,M,free,"San Jose-Sunnyvale-Santa Clara, CA",ATB,Rising Moon,191.7122
203,744,44,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Spice Girls,2 Become 1,240.97914
204,764,11,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Alliance Ethnik,Creil City,265.76934
205,744,45,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Franz Ferdinand,The Fallen (Ruined By Justice),233.06404
206,764,12,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Marc Et Claude,I Need Your Lovin' (Like The Sunshine) (Radio Edit),220.86485
207,744,46,88,Mohammad,Rodriguez,M,paid,"Sacramento--Roseville--Arden-Arcade, CA",Telex,ClichÃÂ©,44.48608
208,764,13,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Laurie Berkner,Froggie Went a-Courtin',169.35138
209,764,14,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",DMX,Ready To Meet Him,444.70812
210,764,15,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Phil Collins,Another Day In Paradise,322.24608
211,764,16,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Vanessa Carlton,A Thousand Miles,237.42649
212,764,17,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Lady GaGa,Alejandro,274.18077
213,764,18,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Tom Petty And The Heartbreakers,A Woman In Love (It's Not Me),259.76118
214,764,19,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",Carcass,Pyosisified (Rotten To The Gore),175.33342
215,764,20,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",The Car Is On Fire,Manuel,218.69669
216,764,21,15,Lily,Koch,F,paid,"Chicago-Naperville-Elgin, IL-IN-WI",OneRepublic,Secrets,224.67873
217,764,25,15,Lily,Koch,F,free,"Chicago-Naperville-Elgin, IL-IN-WI",Coko featuring Kirk Franklin,I Get Joy,249.3122
